[2025-07-06T00:00:00Z] (neutral)  [#you said #seg-001]
[2025-07-06T00:00:1024Z] (neutral)  [#you said #seg-1025]
[2025-07-06T00:00:1024Z] (neutral)  [#you said #seg-1025]
[2025-07-06T00:00:1027Z] (neutral)  [#you said #seg-1028]
[2025-07-06T00:00:1030Z] (neutral)  [#you said #seg-1031]
[2025-07-06T00:00:1030Z] (neutral)  [#you said #seg-1031]
[2025-07-06T00:00:1034Z] (neutral)  [#you said #seg-1035]
[2025-07-06T00:00:1035Z] (neutral)  [#you said #seg-1036]
[2025-07-06T00:00:1037Z] (neutral)  [#you said #seg-1038]
[2025-07-06T00:00:1038Z] (neutral)  [#you said #seg-1039]
[2025-07-06T00:00:1039Z] (neutral)  [#you said #seg-1040]
[2025-07-06T00:00:1040Z] (neutral)  [#you said #seg-1041]
[2025-07-06T00:00:1043Z] (neutral)  [#you said #seg-1044]
[2025-07-06T00:00:1044Z] (neutral)  [#you said #seg-1045]
[2025-07-06T00:00:1048Z] (neutral)  [#you said #seg-1049]
[2025-07-06T00:00:1048Z] (neutral)  [#you said #seg-1049]
[2025-07-06T00:00:1049Z] (neutral)  [#you said #seg-1050]
[2025-07-06T00:00:1053Z] (neutral)  [#you said #seg-1054]
[2025-07-06T00:00:1053Z] (neutral)  [#you said #seg-1054]
[2025-07-06T00:00:1054Z] (neutral)  [#you said #seg-1055]
[2025-07-06T00:00:1057Z] (neutral)  [#you said #seg-1058]
[2025-07-06T00:00:1057Z] (neutral)  [#you said #seg-1058]
[2025-07-06T00:00:1061Z] (neutral)  [#you said #seg-1062]
[2025-07-06T00:00:1064Z] (neutral)  [#you said #seg-1065]
[2025-07-06T00:00:1065Z] (neutral)  [#you said #seg-1066]
[2025-07-06T00:00:1065Z] (neutral)  [#you said #seg-1066]
[2025-07-06T00:00:1070Z] (neutral)  [#you said #seg-1071]
[2025-07-06T00:00:1070Z] (neutral)  [#you said #seg-1071]
[2025-07-06T00:00:1076Z] (neutral)  [#you said #seg-1077]
[2025-07-06T00:00:1080Z] (neutral)  [#you said #seg-1081]
[2025-07-06T00:00:1085Z] (neutral)  [#you said #seg-1086]
[2025-07-06T00:00:1087Z] (neutral)  [#you said #seg-1088]
[2025-07-06T00:00:1094Z] (neutral)  [#you said #seg-1095]
[2025-07-06T00:00:1096Z] (neutral)  [#you said #seg-1097]
[2025-07-06T00:00:1106Z] (neutral)  [#you said #seg-1107]
[2025-07-06T00:00:1106Z] (neutral)  [#you said #seg-1107]
[2025-07-06T00:00:1110Z] (neutral)  [#you said #seg-1111]
[2025-07-06T00:00:1112Z] (neutral)  [#you said #seg-1113]
[2025-07-06T00:00:1116Z] (neutral)  [#you said #seg-1117]
[2025-07-06T00:00:1116Z] (neutral)  [#you said #seg-1117]
[2025-07-06T00:00:1116Z] (neutral)  [#you said #seg-1117]
[2025-07-06T00:00:1116Z] (neutral)  [#you said #seg-1117]
[2025-07-06T00:00:1116Z] (neutral)  [#you said #seg-1117]
[2025-07-06T00:00:1121Z] (neutral)  [#you said #seg-1122]
[2025-07-06T00:00:1123Z] (neutral)  [#you said #seg-1124]
[2025-07-06T00:00:1127Z] (neutral)  [#you said #seg-1128]
[2025-07-06T00:00:1131Z] (neutral)  [#you said #seg-1132]
[2025-07-06T00:00:1135Z] (neutral)  [#you said #seg-1136]
[2025-07-06T00:00:1135Z] (neutral)  [#you said #seg-1136]
[2025-07-06T00:00:1144Z] (neutral)  [#you said #seg-1145]
[2025-07-06T00:00:1146Z] (neutral)  [#you said #seg-1147]
[2025-07-06T00:00:1149Z] (neutral)  [#you said #seg-1150]
[2025-07-06T00:00:1155Z] (neutral)  [#you said #seg-1156]
[2025-07-06T00:00:1163Z] (neutral)  [#you said #seg-1164]
[2025-07-06T00:00:1163Z] (neutral)  [#you said #seg-1164]
[2025-07-06T00:00:1165Z] (neutral)  [#you said #seg-1166]
[2025-07-06T00:00:1165Z] (neutral)  [#you said #seg-1166]
[2025-07-06T00:00:1165Z] (neutral)  [#you said #seg-1166]
[2025-07-06T00:00:1169Z] (neutral)  [#you said #seg-1170]
[2025-07-06T00:00:1178Z] (neutral)  [#you said #seg-1179]
[2025-07-06T00:00:1183Z] (neutral)  [#you said #seg-1184]
[2025-07-06T00:00:1189Z] (neutral)  [#you said #seg-1190]
[2025-07-06T00:00:1190Z] (neutral)  [#you said #seg-1191]
[2025-07-06T00:00:1193Z] (neutral)  [#you said #seg-1194]
[2025-07-06T00:00:1193Z] (neutral)  [#you said #seg-1194]
[2025-07-06T00:00:1193Z] (neutral)  [#you said #seg-1194]
[2025-07-06T00:00:1196Z] (neutral)  [#you said #seg-1197]
[2025-07-06T00:00:1199Z] (neutral)  [#you said #seg-1200]
[2025-07-06T00:00:1202Z] (neutral)  [#you said #seg-1203]
[2025-07-06T00:00:1205Z] (neutral)  [#you said #seg-1206]
[2025-07-06T00:00:1207Z] (neutral)  [#you said #seg-1208]
[2025-07-06T00:00:1207Z] (neutral)  [#you said #seg-1208]
[2025-07-06T00:00:1207Z] (neutral)  [#you said #seg-1208]
[2025-07-06T00:00:1207Z] (neutral)  [#you said #seg-1208]
[2025-07-06T00:00:1208Z] (neutral)  [#you said #seg-1209]
[2025-07-06T00:00:1209Z] (neutral)  [#you said #seg-1210]
[2025-07-06T00:00:1211Z] (neutral)  [#you said #seg-1212]
[2025-07-06T00:00:1213Z] (neutral)  [#you said #seg-1214]
[2025-07-06T00:00:1216Z] (neutral)  [#you said #seg-1217]
[2025-07-06T00:00:1216Z] (neutral)  [#you said #seg-1217]
[2025-07-06T00:00:1218Z] (neutral)  [#you said #seg-1219]
[2025-07-06T00:00:1218Z] (neutral)  [#you said #seg-1219]
[2025-07-06T00:00:1221Z] (neutral)  [#you said #seg-1222]
[2025-07-06T00:00:1221Z] (neutral)  [#you said #seg-1222]
[2025-07-06T00:00:1223Z] (neutral)  [#you said #seg-1224]
[2025-07-06T00:00:1226Z] (neutral)  [#you said #seg-1227]
[2025-07-06T00:00:1228Z] (neutral)  [#you said #seg-1229]
[2025-07-06T00:00:1228Z] (neutral)  [#you said #seg-1229]
[2025-07-06T00:00:1228Z] (neutral)  [#you said #seg-1229]
[2025-07-06T00:00:1234Z] (neutral)  [#you said #seg-1235]
[2025-07-06T00:00:1237Z] (neutral)  [#you said #seg-1238]
[2025-07-06T00:00:1240Z] (neutral)  [#you said #seg-1241]
[2025-07-06T00:00:1245Z] (neutral)  [#you said #seg-1246]
[2025-07-06T00:00:1247Z] (neutral)  [#you said #seg-1248]
[2025-07-06T00:00:1247Z] (neutral)  [#you said #seg-1248]
[2025-07-06T00:00:1247Z] (neutral)  [#you said #seg-1248]
[2025-07-06T00:00:1252Z] (neutral)  [#you said #seg-1253]
[2025-07-06T00:00:1257Z] (neutral)  [#you said #seg-1258]
[2025-07-06T00:00:1263Z] (neutral)  [#you said #seg-1264]
[2025-07-06T00:00:1267Z] (neutral)  [#you said #seg-1268]
[2025-07-06T00:00:1272Z] (neutral)  [#you said #seg-1273]
[2025-07-06T00:00:1274Z] (neutral)  [#you said #seg-1275]
[2025-07-06T00:00:1276Z] (neutral)  [#you said #seg-1277]
[2025-07-06T00:00:1276Z] (neutral)  [#you said #seg-1277]
[2025-07-06T00:00:1276Z] (neutral)  [#you said #seg-1277]
[2025-07-06T00:00:1281Z] (neutral)  [#you said #seg-1282]
[2025-07-06T00:00:1281Z] (neutral)  [#you said #seg-1282]
[2025-07-06T00:00:1283Z] (neutral)  [#you said #seg-1284]
[2025-07-06T00:00:1283Z] (neutral)  [#you said #seg-1284]
[2025-07-06T00:00:1283Z] (neutral)  [#you said #seg-1284]
[2025-07-06T00:00:1285Z] (neutral)  [#you said #seg-1286]
[2025-07-06T00:00:1285Z] (neutral)  [#you said #seg-1286]
[2025-07-06T00:00:1285Z] (neutral)  [#you said #seg-1286]
[2025-07-06T00:00:1285Z] (neutral)  [#you said #seg-1286]
[2025-07-06T00:00:1285Z] (neutral)  [#you said #seg-1286]
[2025-07-06T00:00:1286Z] (neutral)  [#you said #seg-1287]
[2025-07-06T00:00:1286Z] (neutral)  [#you said #seg-1287]
[2025-07-06T00:00:1288Z] (neutral)  [#you said #seg-1289]
[2025-07-06T00:00:1288Z] (neutral)  [#you said #seg-1289]
[2025-07-06T00:00:1290Z] (neutral)  [#you said #seg-1291]
[2025-07-06T00:00:1292Z] (neutral)  [#you said #seg-1293]
[2025-07-06T00:00:1293Z] (neutral)  [#you said #seg-1294]
[2025-07-06T00:00:1294Z] (neutral)  [#you said #seg-1295]
[2025-07-06T00:00:1298Z] (neutral)  [#you said #seg-1299]
[2025-07-06T00:00:1303Z] (neutral)  [#you said #seg-1304]
[2025-07-06T00:00:1307Z] (neutral)  [#you said #seg-1308]
[2025-07-06T00:00:1311Z] (neutral)  [#you said #seg-1312]
[2025-07-06T00:00:1315Z] (neutral)  [#you said #seg-1316]
[2025-07-06T00:00:1319Z] (neutral)  [#you said #seg-1320]
[2025-07-06T00:00:1323Z] (neutral)  [#you said #seg-1324]
[2025-07-06T00:00:1329Z] (neutral)  [#you said #seg-1330]
[2025-07-06T00:00:1335Z] (neutral)  [#you said #seg-1336]
[2025-07-06T00:00:1339Z] (neutral)  [#you said #seg-1340]
[2025-07-06T00:00:1339Z] (neutral)  [#you said #seg-1340]
[2025-07-06T00:00:1343Z] (neutral)  [#you said #seg-1344]
[2025-07-06T00:00:1351Z] (neutral)  [#you said #seg-1352]
[2025-07-06T00:00:1355Z] (neutral)  [#you said #seg-1356]
[2025-07-06T00:00:1361Z] (neutral)  [#you said #seg-1362]
[2025-07-06T00:00:1368Z] (neutral)  [#you said #seg-1369]
[2025-07-06T00:00:1373Z] (neutral)  [#you said #seg-1374]
[2025-07-06T00:00:1377Z] (neutral)  [#you said #seg-1378]
[2025-07-06T00:00:1380Z] (neutral)  [#you said #seg-1381]
[2025-07-06T00:00:1381Z] (neutral)  [#you said #seg-1382]
[2025-07-06T00:00:1383Z] (neutral)  [#you said #seg-1384]
[2025-07-06T00:00:1383Z] (neutral)  [#you said #seg-1384]
[2025-07-06T00:00:1387Z] (neutral)  [#you said #seg-1388]
[2025-07-06T00:00:1387Z] (neutral)  [#you said #seg-1388]
[2025-07-06T00:00:1391Z] (neutral)  [#you said #seg-1392]
[2025-07-06T00:00:1395Z] (neutral)  [#you said #seg-1396]
[2025-07-06T00:00:1397Z] (neutral)  [#you said #seg-1398]
[2025-07-06T00:00:1402Z] (neutral)  [#you said #seg-1403]
[2025-07-06T00:00:1404Z] (neutral)  [#you said #seg-1405]
[2025-07-06T00:00:1413Z] (neutral)  [#you said #seg-1414]
[2025-07-06T00:00:1415Z] (neutral)  [#you said #seg-1416]
[2025-07-06T00:00:1416Z] (neutral)  [#you said #seg-1417]
[2025-07-06T00:00:1419Z] (neutral)  [#you said #seg-1420]
[2025-07-06T00:00:1422Z] (neutral)  [#you said #seg-1423]
[2025-07-06T00:00:1425Z] (neutral)  [#you said #seg-1426]
[2025-07-06T00:00:1429Z] (neutral)  [#you said #seg-1430]
[2025-07-06T00:00:1431Z] (neutral)  [#you said #seg-1432]
[2025-07-06T00:00:1432Z] (neutral)  [#you said #seg-1433]
[2025-07-06T00:00:1434Z] (neutral)  [#you said #seg-1435]
[2025-07-06T00:00:1437Z] (neutral)  [#you said #seg-1438]
[2025-07-06T00:00:1440Z] (neutral)  [#you said #seg-1441]
[2025-07-06T00:00:1442Z] (neutral)  [#you said #seg-1443]
[2025-07-06T00:00:1446Z] (neutral)  [#you said #seg-1447]
[2025-07-06T00:00:1450Z] (neutral)  [#you said #seg-1451]
[2025-07-06T00:00:1453Z] (neutral)  [#you said #seg-1454]
[2025-07-06T00:00:1458Z] (neutral)  [#you said #seg-1459]
[2025-07-06T00:00:1460Z] (neutral)  [#you said #seg-1461]
[2025-07-06T00:00:1465Z] (neutral)  [#you said #seg-1466]
[2025-07-06T00:00:1468Z] (neutral)  [#you said #seg-1469]
[2025-07-06T00:00:1477Z] (neutral)  [#you said #seg-1478]
[2025-07-06T00:00:1481Z] (neutral)  [#you said #seg-1482]
[2025-07-06T00:00:1482Z] (neutral)  [#you said #seg-1483]
[2025-07-06T00:00:1490Z] (neutral)  [#you said #seg-1491]
[2025-07-06T00:00:1498Z] (neutral)  [#you said #seg-1499]
[2025-07-06T00:00:1502Z] (neutral)  [#you said #seg-1503]
[2025-07-06T00:00:1506Z] (neutral)  [#you said #seg-1507]
[2025-07-06T00:00:1511Z] (neutral)  [#you said #seg-1512]
[2025-07-06T00:00:1516Z] (neutral)  [#you said #seg-1517]
[2025-07-06T00:00:1521Z] (neutral)  [#you said #seg-1522]
[2025-07-06T00:00:1528Z] (neutral)  [#you said #seg-1529]
[2025-07-06T00:00:1535Z] (neutral)  [#you said #seg-1536]
[2025-07-06T00:00:1539Z] (neutral)  [#you said #seg-1540]
[2025-07-06T00:00:1542Z] (neutral)  [#you said #seg-1543]
[2025-07-06T00:00:1547Z] (neutral)  [#you said #seg-1548]
[2025-07-06T00:00:1549Z] (neutral)  [#you said #seg-1550]
[2025-07-06T00:00:1551Z] (neutral)  [#you said #seg-1552]
[2025-07-06T00:00:1557Z] (neutral)  [#you said #seg-1558]
[2025-07-06T00:00:1565Z] (neutral)  [#you said #seg-1566]
[2025-07-06T00:00:1567Z] (neutral)  [#you said #seg-1568]
[2025-07-06T00:00:1571Z] (neutral)  [#you said #seg-1572]
[2025-07-06T00:00:1574Z] (neutral)  [#you said #seg-1575]
[2025-07-06T00:00:1577Z] (neutral)  [#you said #seg-1578]
[2025-07-06T00:00:1581Z] (neutral)  [#you said #seg-1582]
[2025-07-06T00:00:1585Z] (neutral)  [#you said #seg-1586]
[2025-07-06T00:00:1590Z] (neutral)  [#you said #seg-1591]
[2025-07-06T00:00:1593Z] (neutral)  [#you said #seg-1594]
[2025-07-06T00:00:1596Z] (neutral)  [#you said #seg-1597]
[2025-07-06T00:00:1600Z] (neutral)  [#you said #seg-1601]
[2025-07-06T00:00:1602Z] (neutral)  [#you said #seg-1603]
[2025-07-06T00:00:1604Z] (neutral)  [#you said #seg-1605]
[2025-07-06T00:00:1610Z] (neutral)  [#you said #seg-1611]
[2025-07-06T00:00:1613Z] (neutral)  [#you said #seg-1614]
[2025-07-06T00:00:1617Z] (neutral)  [#you said #seg-1618]
[2025-07-06T00:00:1619Z] (neutral)  [#you said #seg-1620]
[2025-07-06T00:00:1619Z] (neutral)  [#you said #seg-1620]
[2025-07-06T00:00:1622Z] (neutral)  [#you said #seg-1623]
[2025-07-06T00:00:1625Z] (neutral)  [#you said #seg-1626]
[2025-07-06T00:00:1633Z] (neutral)  [#you said #seg-1634]
[2025-07-06T00:00:1633Z] (neutral)  [#you said #seg-1634]
[2025-07-06T00:00:1638Z] (neutral)  [#you said #seg-1639]
[2025-07-06T00:00:1645Z] (neutral)  [#you said #seg-1646]
[2025-07-06T00:00:1655Z] (neutral)  [#you said #seg-1656]
[2025-07-06T00:00:1655Z] (neutral)  [#you said #seg-1656]
[2025-07-06T00:00:1664Z] (neutral)  [#you said #seg-1665]
[2025-07-06T00:00:1664Z] (neutral)  [#you said #seg-1665]
[2025-07-06T00:00:1667Z] (neutral)  [#you said #seg-1668]
[2025-07-06T00:00:1672Z] (neutral)  [#you said #seg-1673]
[2025-07-06T00:00:1676Z] (neutral)  [#you said #seg-1677]
[2025-07-06T00:00:1680Z] (neutral)  [#you said #seg-1681]
[2025-07-06T00:00:1685Z] (neutral)  [#you said #seg-1686]
[2025-07-06T00:00:1685Z] (neutral)  [#you said #seg-1686]
[2025-07-06T00:00:1687Z] (neutral)  [#you said #seg-1688]
[2025-07-06T00:00:1688Z] (neutral)  [#you said #seg-1689]
[2025-07-06T00:00:1690Z] (neutral)  [#you said #seg-1691]
[2025-07-06T00:00:1692Z] (neutral)  [#you said #seg-1693]
[2025-07-06T00:00:1695Z] (neutral)  [#you said #seg-1696]
[2025-07-06T00:00:1699Z] (neutral)  [#you said #seg-1700]
[2025-07-06T00:00:1704Z] (neutral)  [#you said #seg-1705]
[2025-07-06T00:00:1708Z] (neutral)  [#you said #seg-1709]
[2025-07-06T00:00:1712Z] (neutral)  [#you said #seg-1713]
[2025-07-06T00:00:1716Z] (neutral)  [#you said #seg-1717]
[2025-07-06T00:00:1719Z] (neutral)  [#you said #seg-1720]
[2025-07-06T00:00:1721Z] (neutral)  [#you said #seg-1722]
[2025-07-06T00:00:1727Z] (neutral)  [#you said #seg-1728]
[2025-07-06T00:00:1731Z] (neutral)  [#you said #seg-1732]
[2025-07-06T00:00:1734Z] (neutral)  [#you said #seg-1735]
[2025-07-06T00:00:1741Z] (neutral)  [#you said #seg-1742]
[2025-07-06T00:00:1746Z] (neutral)  [#you said #seg-1747]
[2025-07-06T00:00:1753Z] (neutral)  [#you said #seg-1754]
[2025-07-06T00:00:1757Z] (neutral)  [#you said #seg-1758]
[2025-07-06T00:00:1762Z] (neutral)  [#you said #seg-1763]
[2025-07-06T00:00:1767Z] (neutral)  [#you said #seg-1768]
[2025-07-06T00:00:1773Z] (neutral)  [#you said #seg-1774]
[2025-07-06T00:00:1777Z] (neutral)  [#you said #seg-1778]
[2025-07-06T00:00:1780Z] (neutral)  [#you said #seg-1781]
[2025-07-06T00:00:1784Z] (neutral)  [#you said #seg-1785]
[2025-07-06T00:00:1786Z] (neutral)  [#you said #seg-1787]
[2025-07-06T00:00:1788Z] (neutral)  [#you said #seg-1789]
[2025-07-06T00:00:1790Z] (neutral)  [#you said #seg-1791]
[2025-07-06T00:00:1792Z] (neutral)  [#you said #seg-1793]
[2025-07-06T00:00:1795Z] (neutral)  [#you said #seg-1796]
[2025-07-06T00:00:1798Z] (neutral)  [#you said #seg-1799]
[2025-07-06T00:00:1801Z] (neutral)  [#you said #seg-1802]
[2025-07-06T00:00:1803Z] (neutral)  [#you said #seg-1804]
[2025-07-06T00:00:1812Z] (neutral)  [#you said #seg-1813]
[2025-07-06T00:00:1822Z] (neutral)  [#you said #seg-1823]
[2025-07-06T00:00:1825Z] (neutral)  [#you said #seg-1826]
[2025-07-06T00:00:1825Z] (neutral)  [#you said #seg-1826]
[2025-07-06T00:00:1829Z] (neutral)  [#you said #seg-1830]
[2025-07-06T00:00:1841Z] (neutral)  [#you said #seg-1842]
[2025-07-06T00:00:1846Z] (neutral)  [#you said #seg-1847]
[2025-07-06T00:00:1849Z] (neutral)  [#you said #seg-1850]
[2025-07-06T00:00:1853Z] (neutral)  [#you said #seg-1854]
[2025-07-06T00:00:1854Z] (neutral)  [#you said #seg-1855]
[2025-07-06T00:00:1857Z] (neutral)  [#you said #seg-1858]
[2025-07-06T00:00:1863Z] (neutral)  [#you said #seg-1864]
[2025-07-06T00:00:1868Z] (neutral)  [#you said #seg-1869]
[2025-07-06T00:00:1874Z] (neutral)  [#you said #seg-1875]
[2025-07-06T00:00:1877Z] (neutral)  [#you said #seg-1878]
[2025-07-06T00:00:1877Z] (neutral)  [#you said #seg-1878]
[2025-07-06T00:00:1881Z] (neutral)  [#you said #seg-1882]
[2025-07-06T00:00:1884Z] (neutral)  [#you said #seg-1885]
[2025-07-06T00:00:1887Z] (neutral)  [#you said #seg-1888]
[2025-07-06T00:00:1891Z] (neutral)  [#you said #seg-1892]
[2025-07-06T00:00:1897Z] (neutral)  [#you said #seg-1898]
[2025-07-06T00:00:1905Z] (neutral)  [#you said #seg-1906]
[2025-07-06T00:00:1908Z] (neutral)  [#you said #seg-1909]
[2025-07-06T00:00:1913Z] (neutral)  [#you said #seg-1914]
[2025-07-06T00:00:1917Z] (neutral)  [#you said #seg-1918]
[2025-07-06T00:00:1920Z] (neutral)  [#you said #seg-1921]
[2025-07-06T00:00:1922Z] (neutral)  [#you said #seg-1923]
[2025-07-06T00:00:1927Z] (neutral)  [#you said #seg-1928]
[2025-07-06T00:00:1929Z] (neutral)  [#you said #seg-1930]
[2025-07-06T00:00:1933Z] (neutral)  [#you said #seg-1934]
[2025-07-06T00:00:1937Z] (neutral)  [#you said #seg-1938]
[2025-07-06T00:00:1939Z] (neutral)  [#you said #seg-1940]
[2025-07-06T00:00:1942Z] (neutral)  [#you said #seg-1943]
[2025-07-06T00:00:1944Z] (neutral)  [#you said #seg-1945]
[2025-07-06T00:00:1946Z] (neutral)  [#you said #seg-1947]
[2025-07-06T00:00:1950Z] (neutral)  [#you said #seg-1951]
[2025-07-06T00:00:1953Z] (neutral)  [#you said #seg-1954]
[2025-07-06T00:00:1958Z] (neutral)  [#you said #seg-1959]
[2025-07-06T00:00:1962Z] (neutral)  [#you said #seg-1963]
[2025-07-06T00:00:1965Z] (neutral)  [#you said #seg-1966]
[2025-07-06T00:00:1968Z] (neutral)  [#you said #seg-1969]
[2025-07-06T00:00:1972Z] (neutral)  [#you said #seg-1973]
[2025-07-06T00:00:1975Z] (neutral)  [#you said #seg-1976]
[2025-07-06T00:00:1979Z] (neutral)  [#you said #seg-1980]
[2025-07-06T00:00:1983Z] (neutral)  [#you said #seg-1984]
[2025-07-06T00:00:1983Z] (neutral)  [#you said #seg-1984]
[2025-07-06T00:00:1983Z] (neutral)  [#you said #seg-1984]
[2025-07-06T00:00:1991Z] (neutral)  [#you said #seg-1992]
[2025-07-06T00:00:1993Z] (neutral)  [#you said #seg-1994]
[2025-07-06T00:00:1999Z] (neutral)  [#you said #seg-2000]
[2025-07-06T00:00:1999Z] (neutral)  [#you said #seg-2000]
[2025-07-06T00:00:1999Z] (neutral)  [#you said #seg-2000]
[2025-07-06T00:00:2001Z] (neutral)  [#you said #seg-2002]
[2025-07-06T00:00:2007Z] (neutral)  [#you said #seg-2008]
[2025-07-06T00:00:2010Z] (neutral)  [#you said #seg-2011]
[2025-07-06T00:00:2014Z] (neutral)  [#you said #seg-2015]
[2025-07-06T00:00:2017Z] (neutral)  [#you said #seg-2018]
[2025-07-06T00:00:2017Z] (neutral)  [#you said #seg-2018]
[2025-07-06T00:00:2017Z] (neutral)  [#you said #seg-2018]
[2025-07-06T00:00:2019Z] (neutral)  [#you said #seg-2020]
[2025-07-06T00:00:2023Z] (neutral)  [#you said #seg-2024]
[2025-07-06T00:00:2026Z] (neutral)  [#you said #seg-2027]
[2025-07-06T00:00:2029Z] (neutral)  [#you said #seg-2030]
[2025-07-06T00:00:2031Z] (neutral)  [#you said #seg-2032]
[2025-07-06T00:00:2034Z] (neutral)  [#you said #seg-2035]
[2025-07-06T00:00:2037Z] (neutral)  [#you said #seg-2038]
[2025-07-06T00:00:2040Z] (neutral)  [#you said #seg-2041]
[2025-07-06T00:00:2044Z] (neutral)  [#you said #seg-2045]
[2025-07-06T00:00:2048Z] (neutral)  [#you said #seg-2049]
[2025-07-06T00:00:2054Z] (neutral)  [#you said #seg-2055]
[2025-07-06T00:00:2057Z] (neutral)  [#you said #seg-2058]
[2025-07-06T00:00:2060Z] (neutral)  [#you said #seg-2061]
[2025-07-06T00:00:2064Z] (neutral)  [#you said #seg-2065]
[2025-07-06T00:00:2067Z] (neutral)  [#you said #seg-2068]
[2025-07-06T00:00:2070Z] (neutral)  [#you said #seg-2071]
[2025-07-06T00:00:2073Z] (neutral)  [#you said #seg-2074]
[2025-07-06T00:00:2078Z] (neutral)  [#you said #seg-2079]
[2025-07-06T00:00:2083Z] (neutral)  [#you said #seg-2084]
[2025-07-06T00:00:2087Z] (neutral)  [#you said #seg-2088]
[2025-07-06T00:00:2091Z] (neutral)  [#you said #seg-2092]
[2025-07-06T00:00:2093Z] (neutral)  [#you said #seg-2094]
[2025-07-06T00:00:2096Z] (neutral)  [#you said #seg-2097]
[2025-07-06T00:00:2106Z] (neutral)  [#you said #seg-2107]
[2025-07-06T00:00:2111Z] (neutral)  [#you said #seg-2112]
[2025-07-06T00:00:2113Z] (neutral)  [#you said #seg-2114]
[2025-07-06T00:00:2116Z] (neutral)  [#you said #seg-2117]
[2025-07-06T00:00:2123Z] (neutral)  [#you said #seg-2124]
[2025-07-06T00:00:2127Z] (neutral)  [#you said #seg-2128]
[2025-07-06T00:00:2127Z] (neutral)  [#you said #seg-2128]
[2025-07-06T00:00:2128Z] (neutral)  [#you said #seg-2129]
[2025-07-06T00:00:2135Z] (neutral)  [#you said #seg-2136]
[2025-07-06T00:00:2139Z] (neutral)  [#you said #seg-2140]
[2025-07-06T00:00:2139Z] (neutral)  [#you said #seg-2140]
[2025-07-06T00:00:2142Z] (neutral)  [#you said #seg-2143]
[2025-07-06T00:00:2143Z] (neutral)  [#you said #seg-2144]
[2025-07-06T00:00:2149Z] (neutral)  [#you said #seg-2150]
[2025-07-06T00:00:2149Z] (neutral)  [#you said #seg-2150]
[2025-07-06T00:00:2154Z] (neutral)  [#you said #seg-2155]
[2025-07-06T00:00:2160Z] (neutral)  [#you said #seg-2161]
[2025-07-06T00:00:2164Z] (neutral)  [#you said #seg-2165]
[2025-07-06T00:00:2167Z] (neutral)  [#you said #seg-2168]
[2025-07-06T00:00:2192Z] (neutral)  [#you said #seg-2193]
[2025-07-06T00:00:2195Z] (neutral)  [#you said #seg-2196]
[2025-07-06T00:00:2195Z] (neutral)  [#you said #seg-2196]
[2025-07-06T00:00:2199Z] (neutral)  [#you said #seg-2200]
[2025-07-06T00:00:2199Z] (neutral)  [#you said #seg-2200]
[2025-07-06T00:00:2202Z] (neutral)  [#you said #seg-2203]
[2025-07-06T00:00:2206Z] (neutral)  [#you said #seg-2207]
[2025-07-06T00:00:2208Z] (neutral)  [#you said #seg-2209]
[2025-07-06T00:00:2212Z] (neutral)  [#you said #seg-2213]
[2025-07-06T00:00:2217Z] (neutral)  [#you said #seg-2218]
[2025-07-06T00:00:2221Z] (neutral)  [#you said #seg-2222]
[2025-07-06T00:00:2224Z] (neutral)  [#you said #seg-2225]
[2025-07-06T00:00:2228Z] (neutral)  [#you said #seg-2229]
[2025-07-06T00:00:2230Z] (neutral)  [#you said #seg-2231]
[2025-07-06T00:00:2231Z] (neutral)  [#you said #seg-2232]
[2025-07-06T00:00:2238Z] (neutral)  [#you said #seg-2239]
[2025-07-06T00:00:2248Z] (neutral)  [#you said #seg-2249]
[2025-07-06T00:00:2248Z] (neutral)  [#you said #seg-2249]
[2025-07-06T00:00:2250Z] (neutral)  [#you said #seg-2251]
[2025-07-06T00:00:2251Z] (neutral)  [#you said #seg-2252]
[2025-07-06T00:00:2254Z] (neutral)  [#you said #seg-2255]
[2025-07-06T00:00:2261Z] (neutral)  [#you said #seg-2262]
[2025-07-06T00:00:2261Z] (neutral)  [#you said #seg-2262]
[2025-07-06T00:00:2261Z] (neutral)  [#you said #seg-2262]
[2025-07-06T00:00:2267Z] (neutral)  [#you said #seg-2268]
[2025-07-06T00:00:2270Z] (neutral)  [#you said #seg-2271]
[2025-07-06T00:00:2274Z] (neutral)  [#you said #seg-2275]
[2025-07-06T00:00:2278Z] (neutral)  [#you said #seg-2279]
[2025-07-06T00:00:2282Z] (neutral)  [#you said #seg-2283]
[2025-07-06T00:00:2285Z] (neutral)  [#you said #seg-2286]
[2025-07-06T00:00:2290Z] (neutral)  [#you said #seg-2291]
[2025-07-06T00:00:2296Z] (neutral)  [#you said #seg-2297]
[2025-07-06T00:00:2303Z] (neutral)  [#you said #seg-2304]
[2025-07-06T00:00:2312Z] (neutral)  [#you said #seg-2313]
[2025-07-06T00:00:2322Z] (neutral)  [#you said #seg-2323]
[2025-07-06T00:00:2330Z] (neutral)  [#you said #seg-2331]
[2025-07-06T00:00:2335Z] (neutral)  [#you said #seg-2336]
[2025-07-06T00:00:2339Z] (neutral)  [#you said #seg-2340]
[2025-07-06T00:00:2339Z] (neutral)  [#you said #seg-2340]
[2025-07-06T00:00:2342Z] (neutral)  [#you said #seg-2343]
[2025-07-06T00:00:2349Z] (neutral)  [#you said #seg-2350]
[2025-07-06T00:00:2352Z] (neutral)  [#you said #seg-2353]
